,index,tweet_id,tweet_content
189,100415,1287233183579283458,"There should be summer league softball for us who have aged out of travel ball, why is this not a thing yet??"
190,100415,1286321559158820868,"So who's coming first? I'm not sure when it will be safe to travel, but we need to start making plans for when it is! I will be completely ready in about a month, probably. 

So I'm looking at these pictures and I'm wondering, ""Where should I point this thing?"" ♥♥♥♥ }"
191,100415,1284607755886579712,I like to watch the videos about travel cons. Rip offs. Things to bwver do. Places you should not go and the women who prey on men in other countries. Places I will never go. But the videos are so beautiful. And I be wondering can I spot the conwoman's team of male robbers?
194,100415,1283685525182836739,.@DGCAIndia @HardeepSPuri what’s the fate of the flight ticket holders who’re still waiting for their ticket refunds from airlines &amp; agents for travel ban due to lockdowns? Focus should be on the travel date &amp; not on booking dates. @narendramodi @PMOIndia @airindiain @makemytrip
195,100415,1283545792465326080,Does @OnlyKilwinning have a twin/sister town? If not we should get one. I'd personally recommend @Haugesund in Norway. Its the homeland of the Viking Kings. Let's make it happen. I'm happy to be the middleman who travels.
196,100415,1283396590087008258,"Seeing influencers are back to travel and socializing in Kenya. Is it wise? While travel restrictions were lifted, not sure non-essential travel should be encouraged. With the covid situation in Kenya, those who can afford to should probably be isolating more right now not less."
197,100415,1283395460468805633,"Let’s see, we have the state medical assn composed of doctors of every specialty asking for a statewide mask mandate and a Governor who has no medical training saying no. Who knows better what we should do? People will travel from counties with a mandate to those that do not."
198,100415,1282478153907048448,Private &amp; Charter schools get to pick and choose who they take. That’s the only real choice in this. When a student can’t hang he or she gets sent to the local public school. Zip code should not determine anything. Why does a student need to travel across town? #LifeLibertyLevin
199,100415,1281960761460273153,"The WHO is not alerting the world reg the covid 19 as fast as it should be.  Now, it is saying that the covid 19 can also travel through air and we need to be careful.  How about if covid 19 travels through 'water'.  When are they going to declare it - after some more die?"
200,100415,1281501558551777280,If #NPHET and the irish government are advising not to travel abround then should there not be compensation for irish people who booked flights??? Should the airlines not either give a voucher/refund? People are in limbo between the govt and airlines
201,100415,1281196416862490625,"To anyone who accept to be vaccinated in order to travel by plane, I say, give them the lethal one

""They are not sending you their best, folks!"" Should join ??

The 60s 70s art community should revolt against the SYSTEM other than more decadence and blood #rape and #hate"
202,100415,1280646149855047680,"So any way, on Thursday I am forced to take my husband all the way out to way-the-hell-and-gone #Scottsdale #mayoclinic instead of our nearby #Phoenix campus. Anyone who regularly travels on #Shea- any lane closings/road work/ #TrafficAlert I should know about? Thanks
(Not happy)"
203,100415,1280114448775118848,I can go to the pub &amp; mix with total strangers just to get my fix of an alcoholic drink but I can't go to the doctors &amp; get a vaccination for my holiday.....how does that work?! Who pays should I get sick due to not having the right vaccine before travel? #NHS #Travel #vaccine
204,100415,1280066413554593792,"Ruhs should understand that not all the students studying here belongs to Rajasthan,how students like me from other states can travel here only for exam.who will arrange safe environment and assure our safety?I request ruhs to view from our eyes and promoteus.#Ruhspromotestudents"
205,100415,1280041633954717697,"Why we should not take serious actions on the people who are not following the rules of Social Distancing, Wearing Masks, Travel Rules (Violating)?????

#CMOTamilnadu #COVID19India #sivakasi #TamilNadu"
206,100415,1279892046493474817,The movement to not use air travel should be insulting to anyone who doesn't have at least 12 weeks of annual free time. Is seeing the world supposed to be something only greedy bastards do?
208,100415,1279206547202035712,"If you were offended that I pointed out that when making a #travel vlog about another country, you should use the correct terminology, can you imagine the offense taken by those in that country who see that you can't even be bothered to learn the local lingo? Probably not. 🤷‍♂️"
209,100415,1278793093018456067,"#BlueJays were smart to get out of Florida and train in Toronto.

That being said, given the travel to and from ballparks during this shortened season, I'm still not optimistic that a season will (or should) happen.

But who am I?"
210,100415,1278156502428073984,"Americans not allowed to travel into Europe with a US travel ban and 16+ states not allowed to now travel into New York. Some listened to those media douche bags back in March, April and May who thought this would be over by now.? You should be ashamed to follow them."
212,100427,1298629447504076802,"What is the rationale for imposing masks outside, all over the Brussels region, even when there’s nobody else around, but allowing people to eat in restaurants indoors, with poor ventilation (and without masks)?"
213,100427,1298082533091848192,"What is wrong with the weather today? My cat went outside para lang makakuha ng ventilation. August na, it's supposed to be rainy season."
214,100427,1297938723372437504,"We know that sickness (colds, flus, etc.) always circulate in schools. We know that HVAC systems are in disrepair in many schools. What is being done, and when, regarding ventilation and Covid? #SafeSeptember #onted #onpoli"
215,100427,1296772538001842178,"i have never lived in a basement, since asia doesn't have a basement to begin with.

but for those who has a room in the basement, what is it like? how did the ventilation go? Does it get hot? Do you have fan or AC installed?"
216,100427,1296470870773432324,"Understanding from the damage situation of military weapons AI
What is the laser to the right temporal lobe or the right inner ear somewhere?
Control autonomic nervous system

Prominent place
Outside the entrance of the home, under the home toilet ventilation fan"
217,100427,1296179404859756546,"Oh now @NYCSchools is promising to be transparent with us! If that’s the case, how come you haven’t answered any of my qs about ventilation or safety from my school? This is the opposite of what is transparent. #OnlyWhenItsSafe #wewontdieforDOE"
218,100427,1296175144323424256,What is proven about COVID19 transmission indoors and in spaces with little ventilation? How is the transmission when you wear masks? Depending on the type of masks? #JAMALive
219,100427,1295883690577408004,T1 Indoors is a different story. What is ventilation system? Are they testing building daily w/new technology that came out of Univ of Oregon?  Is screening based on honor system? #hcldr
220,100427,1295756916350750724,How can it be acceptable in the 21st century to put a child in a room with no ventilation....that is potentially what is being suggested. Is this really the best we can offer our children in schools? #EducationRestart
221,100427,1294758817813729286,Lieutenant. I don't remember giving you the clearance to do anything in the Central Ventilation Chamber. Care to explain what is happening?
222,100427,1293838883432538112,RIP Prof.Swaralipi Ghosh of Hari Mohan Ghosh College  who died of Covid 19 ..May her soul Rest in Eternal Peace..May God give strength to her husband who is on ventilation and her daughter who is merely 15...WHAT IS THE WORLD COMING TO???
223,100427,1293577797257113600,"“What is macalester doing with regards to ventilation?” The number of air exchanges have increased, and bathrooms will have adjusted HVac systems"
224,100427,1293325043150266369,"Have yall wondered about elevator ventilation? Like, what is the rate at which air changes in this box, and has it been updated in this pandemic? Nice to limit ridership to one household but... them particles do linger"
225,100427,1292987426445709317,Question regarding ventilation at NYC schools: what is the plans for classrooms with poor ventilation ex: no windows and with bathrooms with no windows?
226,100427,1292875049523978245,Hope @HaltonDSB @HDSB_SMiller can answer some questions not addressed. What happens if a student or teacher tests positive for Covid-19? What is being done to address air quality / ventilation in schools?
227,100427,1291172504061476865,"I want to know where the fed funding to states is going? 

Teachers are underpaid, oftentimes have gofund me’s for the school year &amp; schools are decrepit &amp; need of repair. Wth? 

What is the urgency? Fund the schools fix ventilation and let students do online until then

#inners"
228,100427,1290989913001820160,"“Social circles of 10 until 2021.”

26 students in my room w/ little ventilation for 6 hrs/day, 5 days/week. My own 2 kids have ‘cohorts’ of 24 w/ same crappy ventilation. My wife’s classes are 2 cohorts of 15 per day for 3hrs/day. 

What is the size of our social circle? #onted"
230,100427,1288895725108187136,Hey @malloy_john what is the @tdsb plan for classrooms with no windows like Rosedale? How will kids eat lunch? Doesn’t taking mask off defeat purpose of wearing one in a room with terrible ventilation &amp; poor temp control?
231,100427,1288298771760263170,"NewMath Question:
If air ventilation decreases the risk of Covid by 50%, and 4 out of 10 windows  in Ms. Smith’s class have broken hand cranks, what is the maximum amount of harm reduction possible?

#FireLecce #FireLecce #FireLecce 
#SafeSeptember #SafeSeptember 
#VoteFordOut"
232,100427,1288166351408898049,#gymguidelines just what is adequate ventilation in an exercise class??? How do you quantify it??
233,100427,1287207694340775936,"Once you are inside a Public or private transport system like a car or an aircraft which has closed circuit ventilation, what is the logic in having masks/ PPEs/social distancing? That too for hours of travel? Also, if a single full family in a car, why restrictions? Beats logic"
234,100427,1286734118135496706,"For people questioning why schools should get lots of $$ vs. parents. What is that money going to? Updating ventilation systems because our schools are underfunded and old. Paying for technology so all students have access to WiFi for remote learning. Testing and equipment, etc"
235,100427,1286455394873806849,so what is the ventilation situation at this indoor court for WTT?
237,100427,1284068376650883073,Lieutenant. I don't remember giving you the clearance to do anything in the Central Ventilation Chamber. Care to explain what is happening?
238,100427,1283575250806951938,"157 linked to Al Taqwa College. What is the strategy for NSW schools? Masks, social distancing and ventilation non existent for students and teachers. Until our government can address these #stayhomefromschool @abcnews @SevenNetwork @Bowenchris @tanya_plibersek  @sallymcmanus"
240,100427,1282381832168845312,Lmfaaaao taxi drivers don't even wear masks and what is ventilation in a taxi ka July?!🌚
241,100427,1282261820036743168,"NewMath Question:
If air ventilation decreases the risk of Covid by 50%, and 4 out of 10 windows  in Ms. Smith’s class have broken hand cranks, what is the maximum amount of harm reduction possible?

#FireLecce #FireLecce #FireLecce 
#WeWantMarit #WeWantMarit 
#VoteFordOut2022"
242,100427,1281846003872796673,"How is your relationship with money 😒? 

1. Honey Moon (All is well expanding investments)
2. It's Complicated (from paycheck to paycheck)
3. On n Off (just like sasol shutdown)
4. ICU (covid19 ventilation room)
5. Graveyard gate (Deep in debt )
What is your escape plan?"
244,100427,1281316366914596865,"Journos need to be talking about virus in schools when other countries sent their kids back. Also ask pols&amp;govs abt safety measures. Specifically, what is the ventilation system status in their schools? How is distancing going to work on buses? Will there be daily testing?"
245,100427,1280939855162363904,"What is @APSVirginia doing to ensure proper ventilation is achieved to protect our kids as schools are reopened in the fall? Spacing ✅ masks ✅ smaller classes ✅ environmental factors 🤷‍♂️?
@ArlingtonVA @ARLnowDOTcom"
246,100427,1280545171202084864,"#هند_القحطاني7/7/2020
#acls
38. What is the proper ventilation rate for a patient in cardiac arrest who has an advanced airway in place?
A. 4 to 6 breaths per minute
B. 8 to 10 breaths per minute.
C. 12 to 14 breaths per minute
D. 16 to 18 breaths per minute"
247,100427,1280518973080121344,"Now that there is more evidence that virus can be airborne , what is going to happen to the people that work indoors at restaurants that have no windows or bad ventilation . Is the health department looking into this to help keep us safe??!?!?@GovRaimondo @RIHEALTH"
249,100437,1298629447504076802,"What is the rationale for imposing masks outside, all over the Brussels region, even when there’s nobody else around, but allowing people to eat in restaurants indoors, with poor ventilation (and without masks)?"
250,100437,1298082533091848192,"What is wrong with the weather today? My cat went outside para lang makakuha ng ventilation. August na, it's supposed to be rainy season."
251,100437,1297938723372437504,"We know that sickness (colds, flus, etc.) always circulate in schools. We know that HVAC systems are in disrepair in many schools. What is being done, and when, regarding ventilation and Covid? #SafeSeptember #onted #onpoli"
252,100437,1296772538001842178,"i have never lived in a basement, since asia doesn't have a basement to begin with.

but for those who has a room in the basement, what is it like? how did the ventilation go? Does it get hot? Do you have fan or AC installed?"
253,100437,1296470870773432324,"Understanding from the damage situation of military weapons AI
What is the laser to the right temporal lobe or the right inner ear somewhere?
Control autonomic nervous system

Prominent place
Outside the entrance of the home, under the home toilet ventilation fan"
254,100437,1296179404859756546,"Oh now @NYCSchools is promising to be transparent with us! If that’s the case, how come you haven’t answered any of my qs about ventilation or safety from my school? This is the opposite of what is transparent. #OnlyWhenItsSafe #wewontdieforDOE"
255,100437,1296175144323424256,What is proven about COVID19 transmission indoors and in spaces with little ventilation? How is the transmission when you wear masks? Depending on the type of masks? #JAMALive
256,100437,1295883690577408004,T1 Indoors is a different story. What is ventilation system? Are they testing building daily w/new technology that came out of Univ of Oregon?  Is screening based on honor system? #hcldr
257,100437,1295756916350750724,How can it be acceptable in the 21st century to put a child in a room with no ventilation....that is potentially what is being suggested. Is this really the best we can offer our children in schools? #EducationRestart
258,100437,1294758817813729286,Lieutenant. I don't remember giving you the clearance to do anything in the Central Ventilation Chamber. Care to explain what is happening?
259,100437,1293838883432538112,RIP Prof.Swaralipi Ghosh of Hari Mohan Ghosh College  who died of Covid 19 ..May her soul Rest in Eternal Peace..May God give strength to her husband who is on ventilation and her daughter who is merely 15...WHAT IS THE WORLD COMING TO???
260,100437,1293577797257113600,"“What is macalester doing with regards to ventilation?” The number of air exchanges have increased, and bathrooms will have adjusted HVac systems"
261,100437,1293325043150266369,"Have yall wondered about elevator ventilation? Like, what is the rate at which air changes in this box, and has it been updated in this pandemic? Nice to limit ridership to one household but... them particles do linger"
262,100437,1292987426445709317,Question regarding ventilation at NYC schools: what is the plans for classrooms with poor ventilation ex: no windows and with bathrooms with no windows?
263,100437,1292875049523978245,Hope @HaltonDSB @HDSB_SMiller can answer some questions not addressed. What happens if a student or teacher tests positive for Covid-19? What is being done to address air quality / ventilation in schools?
264,100437,1291172504061476865,"I want to know where the fed funding to states is going? 

Teachers are underpaid, oftentimes have gofund me’s for the school year &amp; schools are decrepit &amp; need of repair. Wth? 

What is the urgency? Fund the schools fix ventilation and let students do online until then

#inners"
265,100437,1290989913001820160,"“Social circles of 10 until 2021.”

26 students in my room w/ little ventilation for 6 hrs/day, 5 days/week. My own 2 kids have ‘cohorts’ of 24 w/ same crappy ventilation. My wife’s classes are 2 cohorts of 15 per day for 3hrs/day. 

What is the size of our social circle? #onted"
267,100437,1288895725108187136,Hey @malloy_john what is the @tdsb plan for classrooms with no windows like Rosedale? How will kids eat lunch? Doesn’t taking mask off defeat purpose of wearing one in a room with terrible ventilation &amp; poor temp control?
268,100437,1288298771760263170,"NewMath Question:
If air ventilation decreases the risk of Covid by 50%, and 4 out of 10 windows  in Ms. Smith’s class have broken hand cranks, what is the maximum amount of harm reduction possible?

#FireLecce #FireLecce #FireLecce 
#SafeSeptember #SafeSeptember 
#VoteFordOut"
269,100437,1288166351408898049,#gymguidelines just what is adequate ventilation in an exercise class??? How do you quantify it??
270,100437,1287207694340775936,"Once you are inside a Public or private transport system like a car or an aircraft which has closed circuit ventilation, what is the logic in having masks/ PPEs/social distancing? That too for hours of travel? Also, if a single full family in a car, why restrictions? Beats logic"
271,100437,1286734118135496706,"For people questioning why schools should get lots of $$ vs. parents. What is that money going to? Updating ventilation systems because our schools are underfunded and old. Paying for technology so all students have access to WiFi for remote learning. Testing and equipment, etc"
272,100437,1286455394873806849,so what is the ventilation situation at this indoor court for WTT?
274,100437,1284068376650883073,Lieutenant. I don't remember giving you the clearance to do anything in the Central Ventilation Chamber. Care to explain what is happening?
275,100437,1283575250806951938,"157 linked to Al Taqwa College. What is the strategy for NSW schools? Masks, social distancing and ventilation non existent for students and teachers. Until our government can address these #stayhomefromschool @abcnews @SevenNetwork @Bowenchris @tanya_plibersek  @sallymcmanus"
277,100437,1282381832168845312,Lmfaaaao taxi drivers don't even wear masks and what is ventilation in a taxi ka July?!🌚
278,100437,1282261820036743168,"NewMath Question:
If air ventilation decreases the risk of Covid by 50%, and 4 out of 10 windows  in Ms. Smith’s class have broken hand cranks, what is the maximum amount of harm reduction possible?

#FireLecce #FireLecce #FireLecce 
#WeWantMarit #WeWantMarit 
#VoteFordOut2022"
279,100437,1281846003872796673,"How is your relationship with money 😒? 

1. Honey Moon (All is well expanding investments)
2. It's Complicated (from paycheck to paycheck)
3. On n Off (just like sasol shutdown)
4. ICU (covid19 ventilation room)
5. Graveyard gate (Deep in debt )
What is your escape plan?"
281,100437,1281316366914596865,"Journos need to be talking about virus in schools when other countries sent their kids back. Also ask pols&amp;govs abt safety measures. Specifically, what is the ventilation system status in their schools? How is distancing going to work on buses? Will there be daily testing?"
282,100437,1280939855162363904,"What is @APSVirginia doing to ensure proper ventilation is achieved to protect our kids as schools are reopened in the fall? Spacing ✅ masks ✅ smaller classes ✅ environmental factors 🤷‍♂️?
@ArlingtonVA @ARLnowDOTcom"
283,100437,1280545171202084864,"#هند_القحطاني7/7/2020
#acls
38. What is the proper ventilation rate for a patient in cardiac arrest who has an advanced airway in place?
A. 4 to 6 breaths per minute
B. 8 to 10 breaths per minute.
C. 12 to 14 breaths per minute
D. 16 to 18 breaths per minute"
284,100437,1280518973080121344,"Now that there is more evidence that virus can be airborne , what is going to happen to the people that work indoors at restaurants that have no windows or bad ventilation . Is the health department looking into this to help keep us safe??!?!?@GovRaimondo @RIHEALTH"
285,100445,1291701648289660928,"FACT
Thermal scanners CANNOT detect COVID-19. Thermal scanners are effective in detecting people who have a fever (i.e. have a higher than normal body temperature). They cannot detect people who are infected with COVID-19.
#DoTheLifebuoy
#10xGermProtection"
286,100445,1286992485487714304,"FACT
Thermal scanners CANNOT detect COVID-19. Thermal scanners are effective in detecting people who have a fever (i.e. have a higher than normal body temperature). They cannot detect people who are infected with COVID-19.

#SpreadGoodHabits
#10xGermProtection"
287,100445,1285903452942372865,"FACT: Thermal scanners CANNOT detect COVID-19
Thermal scanners are effective in detecting people who have a fever (i.e. have a higher than normal body temperature). They cannot detect people who are infected with COVID-19. There are many causes of fever."
288,100445,1278675407957450753,"Thermal scanners CANNOT detect COVID-19
Thermal scanners are effective in detecting people who have a fever (i.e. have a higher than normal body temperature). They cannot detect people who are infected with COVID-19."
289,100451,1298155212239036417,"The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency. 
But, people should NOT wear masks while exercising, rather following physical distancing is suggested."
290,100451,1290300458959900672,"#UPDATE

People should not wear masks while exercising: says WHO"
292,100451,1290281356677677056,"#NewsAlert | People should #not wear masks while exercising; says #WHO 

#coronavirus #StayAtHome #StayStrong"
293,100451,1287885247636439040,"Received an email from @PlanetFitness about expanding their mask policy.

FACT: People should NOT wear masks while exercising 
sited from @WHO

Guess I'll be stopping by tomorrow to sign my cancellation documents."
294,100451,1282097450942173186,"FACT: People should NOT wear masks while exercising 
People should NOT wear masks when exercising, as masks may reduce the ability to breathe comfortably.
Sweat can make the mask become wet more quickly which makes it difficult to breathe and promotes the growth of microorganisms"
296,100452,1289225423910367233,"Studies show hydroxychloroquine does not have clinical benefits in treating COVID-19 - World Health Organization
#GHnewsagency"
