,index,tweet_id,tweet_content
209,100003,1242133530328682503,"@GovHolcomb 
This COVID- 19 is just like the flu. You guys are saying there is all these death due to "" COVID- 19"" ."
211,100003,1242088874924441602,"@e_veritas_unum @FelixYriarte @TheWillRogers @Voyboy You responded to my argument by claiming that:
1- I argued that covid-19 is just like the flu (which I never did);
2- I must be clueless about anything related to the pandemic because I retweeted a giveaway (which is a non-sequitur).

It fits the definition of ad homimem to a T. https://t.co/0jxIY2SQB9"
212,100003,1241915623615205379,"One ignorant argument, under the erroneous assumption that COVID-19 is ""just like the flu,"" is ""we'll get it, get immunity, and won't have to deal with it again.""

The reality is viruses mutate. The immune system can only deal with bugs it can identify—it's different each year."
213,100003,1241895592835637248,"The White House and the media lies to millions of people, these people think they think for themselves, trump and fox news change their own minds/ report correct info, the people retain the falsehoods. That's why people still think covid-19 is just like the flu or whatever"
214,100003,1241890738755047424,"Terrifying piece by @ManvBrain on what coronavirus does to your body. 

Everyone who still thinks Covid-19 is ""just like the flu"" and isn't socially distancing should read it. https://t.co/xLsqgGdBY4"
216,100003,1241806978260914183,Here is a handy graphic to share the next time someone wants to tell you that COVID-19 is just like the flu https://t.co/QzZ219vVs5
217,100003,1241805420181757957,"Apparently, when Trump became president, he got rid of all of his security experts and intel. and decided to take China, Russia and North Korea's word for everything

""Putin said he didn't do it""

""We exchanged love letters""

""Covid 19 is just like the flu"" 

Feel safer?"
218,100003,1241791031240253444,"Still think that COVID-19 is ""just like the flu"" and ""only affects older people""? Watch this video and then think again...

https://t.co/6wxgEDgQWz"
219,100003,1241677190686793728,"Anyone who is still saying COVID-19 is “just like the flu” should read this. Scary stuff:
https://t.co/EvtMwp7QOQ"
225,100003,1241509907259523072,Please #share this story/video widely - especially with friends/family who think #Covid_19 is “just like the flu” - it’s not. #DemCast #DemCastCA https://t.co/dephzxmaXr
226,100003,1241509548910936065,"@LuluBowen1 @don_fejak @RealJamesWoods God gawd- you also seem to think Covid-19 is just like the flu, so... enjoy your day.  
Maybe crack a book.  It can’t hurt."
227,100003,1241490217217011718,@Diggrich_ @IllMortalDeity @King_Of_Bait @willchamberlain Show me an American physician who says we should be going abour life as if covid-19 is just like the flu.    Or who don’t agree this virus is more contagious and deadly than flu.  A practicing American physician.  Just one.  I’ll wait.
228,100003,1241477679167057920,"@TheRickWilson It HAS to, right? I asked this early-whether there will be proportionately more GOP deaths than Democrats, just based on the numbers of each group who believe that (1) covid-19 is just like the flu, and (2) Trump is doing a great job at managing it."
232,100003,1241380159917379587,FACT - CDC estimates that COVID-19 may be 10x those numbers. I get tired of retweeting that because so many are tied to the distraction claims of the Trump GOP who’ve battered MSM making comparative claims that COVID-19 is just like the flu. It’s misleading the public! https://t.co/4A38c8DQab
233,100003,1241132046598184966,"Saying #Covid_19 Is just like the flu is the same as saying Irritable Bowel Disease is just like Bowel Cancer. Both affect the large intestine, both have similar symptoms, however they can have vastly different outcomes.
#CoronaCrisis #coronavirusuk #StayAtHome"
234,100003,1241095065986048007,"To me #Covid_19 is just like the flu! 
BUT as there is no vaccine ready  I accept the measures, stick to the rules and behave 
BECAUSE  
- I don't want to infect someone who could die 
- I don't want to be guilty if the clinics break down  and - I want it to be over soon!"
235,100003,1241059746351898630,@SteveKettmann @SteveSchmidtSES I want to know where they pull their sample for the polls. Are these the same willfully ignorant folks that think Covid-19 is just like the flu?
236,100003,1241047112978137088,To those that think COVID-19 is just like the flu... Not trying to scaremonger but you should see what is happening with the Coronavirus in Italy: The shocking centre of the COVID-19 crisis https://t.co/0hIckx2POq
237,100003,1241044399053774848,"Covid-19 is just like the flu……. TL;DR: twice as infectious, hospitalises 10 times more, at least 10 times higher mortality rate #COVID19 #Coronavirus  https://t.co/NQ2qCbXczZ https://t.co/i70Ct9RcTR"
238,100003,1241037353210216449,"Ask POTUS and his GOP cronies then spread the word of these scoundrels to all those who depend on FOX for information. Do what you do, convince those around you, this Covid-19 is just like the flu. https://t.co/JynI5S7v4R"
239,100003,1240815953702723584,"Informed News Outlets: ""Just stay calm, wash your hands, and try to stay home ! Covid-19 is just like the flu but a small minority of people are vulnerable so lets keep them safe  ok, no need to freak out just st-""

Wypipo: https://t.co/rTzg4MD41n"
240,100003,1240806532226461696,@thehill PATHETIC. Shifting blame to governors. The man who said COVID-19 is just like the flu.
242,100003,1240647300025929734,"Math to consider for those who think or say Covid-19 is just like the flu, which kills roughly 30k - 60k Americans a year due to health complications. We’ve distributed nearly 175M flu vaccines to stop flu spread. We have no vaccine to stop Covid-19 spread https://t.co/ZXANrBrnXJ https://t.co/orj15K1B4c"
243,100003,1240644356668702721,If you’re still saying that COVID-19 is just like the flu please look around and tell me when we’ve ever closed everything for the flu lol
245,100003,1240416087289802753,"Let's dispel the notion that ""novel COVID-19 is just like the flu"".  Sharing this striking comparison of #Flu, #COVID19, #SARS and #MERS. #COVID19 is 30x more deadly and almost 2x more contagious than the flu. We have no existing immunity to COVID19. https://t.co/I6FOzSSY76"
246,100003,1240394474536210436,@Fxhedgers But Elon said COVID-19 is just like the flu...
248,100003,1240341381773549568,"Dr. Gold: Discussed how vital it is to pass information quickly.

Now wants to discuss some rumors that need dispelling. Specifically the rumor that COVID-19 is just like the flu."
249,100003,1240338805187465217,everyone saying COVID-19 is just like the flu sound ignorant as fuck. when have entire countries shut down due to the flu? how long has the flu been around compared to this specific strain of the virus? shut up &amp; take this shit more seriously. people’s lives are at risk.
250,100003,1240322732115611649,"Valuable chart to share with anyone who still thinks COVID-19 is ""just like the flu"" https://t.co/q3KaZHPgSu"
251,100003,1240237378041778176,"For those who think COVID-19 is “just like the flu”, “flu kills more”, “the panic is more dangerous”, “herd immunity is best” take a stroll down this thread. 

You’ll also note both Prez Trump &amp; Fox News have about-turned on those talking points. https://t.co/4MNzhXzYhs"
252,100003,1240110805384933376,For people who think that COVID-19 is “just like” the flu and will pass on its own... https://t.co/YMRVdrSauq
253,100003,1240069499132338176,"@realDonaldTrump Will you be calling it the American Virus when it starts here?   Good move on recounting your statements that CoVid-19 is just like the flu... you saw this coming long ago, right?   Step away from the podium and let the heads of ‘YOUR’ health departments speak on your behalf!"
254,100003,1240051588695093248,Why do u ppl keep saying COVID-19 is just like the flu ???
255,100003,1239975942820229129,"I still have friends on Facebook insisting COVID-19 is:

• Just like the flu
• No worse than H1N1
• Media hysteria
• Blue state politics
• Merely fear
• Lack of faith

One can see how scapegoats and hyper-partisanship create minds that are malleable to false narratives."
256,100003,1239939417873231873,"For everyone who says COVID-19 is “just like the flu”:
15-30x more dangerous 
Those at risk, ie people with autoimmune diseases, must be terrified 
It’s not a Chinese Virus it has a name call it by that. 
My mother has an MS so don’t try and tell us that “it’s just like the flu”"
257,100003,1239934630905753600,what makes y’all qualified to say covid-19 is “just like the flu” are y’all microbiologists? shut the hell up
258,100003,1239884875337011202,"@CWinton83 @SwissMom49 @mysticalblends @Baligubadle1 @funder @realDonaldTrump So, Corey, you are an infectious disease specialist who has the knowledge and expertise to say that COVID 19 is ""just like the flu?"" From which institutions are you degreed?"
259,100003,1239788559604813824,"@Sophieresists @merileedkarr You did the smart and prudent thing. Let’s say, and I don’t subscribe to this, that Covid-19 is just like the flu. Have you had a bad flu? It’s fucking awful!!! This is deadlier. Anyone who gives you static is irresponsible. Don’t buy into that BS. Stay put."
260,100003,1239758275555422209,"@realDonaldTrump 

If 50% of the patients in France are under 50 years of age, why the continued disinformation in the U.S.?

And why the disinformation that Covid-19 is just like the flu?

Americans who think this and who are under 60 are, as a result, ""being reckless."""
261,100003,1239745485088460808,"people out here saying the COVID-19 is just like the flu so why are we making it such a big deal ,while immediate risk is still considered to be low for most Americans, COVID-19 is still evolving at the moment symptoms range from the common cold to such potentially death 1/4"
262,100003,1239630187282628608,natural selection is defined by the ppl who say COVID-19 is just like the flu
263,100003,1239520383088250882,"#FlattenTheCurve is important! I am stunned there are people still trying to go out b/c they believe Covid-19 is just like the flu, or worse, a hoax for various inane reasons. This is serious! https://t.co/A39m6X7dDz"
264,100003,1239510439920316416,@SamHeughan The headline of this article seems misleading and is a bit irresponsible as it perpetuates the false belief that covid-19 is just like the flu.
265,100003,1239500988328726528,"@MadamEarth @ox_jakeox Mine says Covid_19 is just like the flu
Told him hes no welcome in my home until its all over"
266,100003,1239411377262833664,"@Grayman1995 @mtracey I agree, the media has major culpability for them not being trusted... but I also understand @mtracey's frustration.  Many conservatives on this platform are assuming that COVID-19 is ""just like the flu"", based on what I can tell... is simply their desire to believe that's true."
267,100003,1239374019633217536,"MISCONCEPTIONS

 1.) COVID-19 is just like the flu/another strain of the flu.

 2.) COVID-19 is not as infectious nor as deadly as the seasonal flu.

 3.) Younger individuals should not be worried about the virus."
269,100003,1239366606326661121,"@SpencerJCox @UtahCoronavirus This is a red-state that consumes foxnews. Foxnews has been saying covid-19 is just like the flu.
Do you think getting the church involved to spread the truth would help!"
271,100003,1239334321326096384,@16NationalChamp @cloudypeeps @sxsw I have to ask... do you still think we should have held SXSW because COVID-19 is just like the flu? :P
273,100003,1239206682980429824,"Trump said COVID-19 is just like the flu &amp; contained

Scientist Dr. Fauci says it will get much worse

Only 40% of Republicans think the worst is yet to come
74% of Republicans think their day-to-day lives won't change in a major way

Cult before science!
https://t.co/IedwwQuub6"
276,100003,1239024489398222848,"But, sporting events, concerts, Disney are all closed for a reason. COVID-19 is just like the flu. Realistically we will all eventually get this, just like we have all had the flu before. But this is a new virus that needs to be slowed down for our medical field to catch up."
277,100003,1238982625064374272,"wow covid 19 is just like the flu huh? can we have an ORIGINAL virus for once, something that makes your lungs explode or something i’m tired of coughing"
279,100003,1238780984415444992,Just wanted everyone to know Kendall Jenner just said that Covid-19 is just like the flu. So I hope she gets it so she shares her experience on how it is not like the flu rather than her ignorance
281,100003,1238697210872647680,"When people tell me that COVID-19 is just like the flu, or just a bit worse or less bad, I tell them either one could kill me and then I let that sink in. Please please please remember your immunocompromised friends at this time!"
282,100003,1238512387248009216,We must dispel the myth that COVID-19 is just like the flu. Here’s a handy infographic to explain why it’s not. (Thanks to @Suzanne_Devkota for sharing!) https://t.co/nh20KMhNU9
283,100003,1238486277483376643,"I get people who want to remain calm over this situation but stop saying COVID-19 is “just like the flu”, the flu kills too. Would you tell someone “don’t worry, breast cancer is just like lung cancer” to calm them down? No one wants to be sick 😒😒"
284,100003,1238475259831033856,"For those people saying COVID- 19 is just like the flu pandemic: sure, except that that during the flu pandemic a century ago, we didn’t have the epidemiologic knowledge that we have now, nor a flu vaccine. So it’s more similar to the 1918 flu than to the 2020 flu."
285,100003,1238473326324060160,"@__gaciria And this is the Moroccan Prime Minister saying that the Covid_19 is just like the flu 🤦🏻‍♀️
 https://t.co/pQJm1Wfqhs"
286,100003,1238434278318497793,"For those of you saying, COVID-19 is just like the flu. Symptom wise, sure. #COVIDー19 https://t.co/xHVSgyreuZ"
287,100003,1238416472600387584,@vcbarbie Please please!  Had an hour convo wit my homie the other night trying to correct his faulty thought process on how covid 19 is just like the flu so we shouldn’t worry about it...  🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️
289,100003,1238325240536551424,For those who think that #Covid_19 is just like the #flu  think again (stats from Italy) https://t.co/w2YqpSreIz
290,100003,1238292052380733445,"Agree with @ahmad_abuheija ! I dont understand how people are still saying #Covid_19 is just like the flu! We need to educate ourselves, friends and communities in order to prevent spread as much as possible! https://t.co/gad51XOt2s"
291,100003,1238283423699140608,"@LesleyMillercyp @WJimmy1977 @silviast9 It wasn't ME claiming COVID-19 is just like the flu. I responded solely with the GGD's statement that it IS like the flu to show the dangerous attitude of the Dutch government.

And accusing somebody of lying and then hiding your account, @WJimmy1977..wow."
293,100003,1238234110818222081,@washingtonpost And FauxNews and others keep stating that COVID-19 is “just like the flu”. #TrumpVirus #TrumpVirusTestingFailure
294,100003,1238233761885515776,"@YeahIsa21707928 Smart! I have a work friend who has tickets to a Post Malone concert this weekend and she’s livid that the concert will likely be cancelled! She must watch a lot of foxnews because she thinks COVID-19 is just like the flu and “they don’t cancel concerts during flu season”!

OMG!"
295,100003,1238219019842281473,"COVID-19 is just like the flu. It was first discovered in 2003 as SARS, mutated into MERS-CoV into 2012 and now mutated again into COVID-19. There’s no mass hysteria about the flu so why this??"
296,100003,1238204465624170497,People on my facebook saying this is all an overreaction that the media is pushing and COVID-19 is just like the flu. WTF do you think would happen to the country if we all got the flu at once?!?
297,100003,1238147333428109313,"The other day, someone on Twitter asked how to get through to people who think COVID-19 is just like the flu. One way is to compare the percentages of people who die. The death rate is higher for COVID-19, &amp; the seriously ill require weeks of intensive care, straining resources."
298,100003,1238143220321783815,"It's reached a point where every time someone says shit like ""Covid-19 is just like the flu, it's all just media generated overreaction"", I'm really about to forget myself. Why are some people just so damn blind :/"
299,100003,1238131052582928385,"COVID-19 is just like the flu

Only older adults and young people are at risk coronaviruses can infect people of any age. However, older adults or individuals with preexisting health conditions, such as diabetes or asthma, are more likely to become severely ill."
300,100003,1238109364155592706,@jeonbubbles covid 19 is just like the flu. its only fatal if your immune system isnt strong enough to fight it
301,100003,1238099335667011584,“CoVid-19 Is jUsT LiKE tHe Flu” 🙄 I hope theraflu and DPH don’t fail you 🙏🏽 I hope you’re not immunodeficient🙏🏽 I hope you don’t have any underlying chronic health issues 🙏🏽 and if you’re not any of the above remember other people aren’t that lucky! Be considerate.
302,100003,1238093069007958020,"@ai6yrham I’ve had several young adults (college age) tell me COVID-19 is “just like the flu (influenza).” 
My reply, “No, it’s more like Herpes. Once you have the virus, it can reactivate at any time.” THIS gets their attention. 😈😅"
303,100003,1238089317802795008,"@MSNBC @SavannahGuthrie ""Irresponsible rhetoric""??
Remember Trump saying COVID-19 is just like the flu?
Remember Pence &amp; Trump saying it's no big deal?

Well, the CDC says they're lying: https://t.co/jSHrlOa7w9"
304,100003,1238089078530347018,"Right, just so I'm clear on this, Covid-19 is just like the flu yea?"
305,100003,1238084679728795649,"If you think #Covid_19 is “just like the flu”, do the world a favor and just keep it to yourself for the next month. If you’re right, then great no harm done, but if you’re wrong (which you probably are) this could actually become a very dangerous situation. It’s that simple."
306,100003,1238038429738426368,"@kurteichenwald Prudent &amp; protective dad. We can't rely on incompetent/ negligent #Leadershit to save any of us.
Hubby &amp; I have been in the ER a lot lately, 2x last week. A nurse was sick, had to be told to wear a mask, told him how COVID-19 is just like the flu!
Don't count on MAGA to help."
308,100003,1237998799060000768,"We have heard a lot of talk about how COVID-19 is just like the flu, not to be taken seriously. 

There seems to be an attitude of ""it's not going to affect me, so why do I care?"" 

Here's why you should care. (1/4)"
312,100003,1237902125704888322,"@SheriffClarke It's a Democrat Party hoax! Also, the Chinese created it to make Trump look bad! Also, COVID-19 is just like the flu, so don't worry about it. Also, Dear Leader Trump's response to this health crisis has been perfect!

You guys can't even get your lies straight."
313,100003,1237897816275443717,Does anyone else get annoyed every time someone says covid-19 is “just like the flu”?
314,100003,1237857485186150400,"To all the people my age saying #Covid_19 is just like the flu and it’s no big deal. 
STOP
You’re washing your hands for your grandparents and nephews
If you care for anyone other then yourself you’ll take this serious"
317,100003,1237743384955101184,"@fascinatorfun @IanDunt Isolated, so safe from #COVID19 right? But isolation didn't save isolated people from the Spanish Flu - and #Covid_19 is just like the flu... Trump said so https://t.co/DuQAGPBbkO https://t.co/6UBo460ZgP"
318,100003,1237741779044175874,"Everyone who's saying, ""CoVid-19 Is jUsT LikE tHe FLu!"" Obviously doesn't have anyone in their family that is autoimmune suppressed or they hate old people and math. https://t.co/REcKNjWrKv"
319,100003,1237724825843572742,"@gtconway3d My neighbor, a committed Trumper, told me the cornoravirus [COVID-19] is just like the flu; nothing to worry about. Trump and his enablers have deluded millions of our fellow Americans. #DumpTrump2020"
320,100003,1237720654918619136,"To those saying Covid-19 is just like the flu and that ‘they’ll be grand’, what about those who aren’t as lucky to have healthy immune systems? https://t.co/g7SfcMyDS0"
322,100003,1237582027437641734,got back on snapchat and first thing i see is some dumbass saying covid-19 is just like the flu 😔 https://t.co/gt0dTfIrPc
323,100003,1237552188215283715,"everyone: COVID-19 is just like the flu!!! Stop freaking out! 
PSA: And the flu can just as easily kill people like my father who have autoimmune issues. Wash your hands, be cautious of others and don't fucking go out if you feel sick. Thanks :) #coronavirus"
324,100003,1237534484406263808,why are schools closing for a virus I literally do not get it...COVID-19 is just like the flu why are we flipping tables and setting fires for a virus that’s gonna spread whether we can control it or not??
326,100003,1237511967499104257,Im tired of people saying that covid-19 is just “like the flu” and that “heaps more people die with the flu” uhhh yeah duh but this virus that everyone is scared of is new! And its spreading like wildfire. We don’t have vaccines to prevent it.
327,100003,1237461765564387328,"Ah. So there's going to be socialism for oil executives, billionaires. But, Covid-19 is just like the flu. It doesn't affect the oridinary Americans at all. Media conspiring requires giving money to billionaires. Right?"
328,100003,1237383743838416898,It’s SO dangerous to have NO medical degree and just tell people that Covid-19 is just like the flu. My husbands boss went to work SICK yesterday after returning from a trip  left early to go to the doctor. After coming into contact and shaking hands with everyone! #Covid19usa https://t.co/evcSbaKMP0
329,100003,1237357386995826690,"If you still think COVID-19 is just like the flu, Italian physicians on the ground are saying otherwise. https://t.co/BT2cTwoCXi"
332,100003,1237169826919055361,I don’t understand how people can think COVID-19 is just like the flu...it is a mutation that is only 3 months old and we have nothing to fight it with...there’s a reason that an entire country (Italy) just shut down...this isn’t just the flu and to say so is completely ignorant
333,100003,1237070651560579072,"So COVID-19 is ""just like the flu,"" huh? https://t.co/4cT5QiYMg3"
335,100003,1237037722042155009,@realDonaldTrump So @tedcruz you don't need to self quarantine your buddy thinks you're perfectly fine and covid-19 is just like the flu. No big
336,100003,1236758341143199753,"https://t.co/mlATClt3bA
""Covid-19 is just like the flu!""
Let's compare.
""the severe flu season of 2017-2018 ... (led to) 
an estimated flu-related 808,129 hospitalizations, ""

If Covid hits 4,800,000 hospitalizations that would be a lot worse than the flu."
337,100003,1236747964317646848,People who say that COVID-19 is just like the flu and it’s not a big deal are in for a big shock when countries finally release their statistics like Italy did.
339,100003,1236650704758071297,Me whenever people say COVID 19 is just like the flu or that the flu is worse https://t.co/acqUtIrcRz
340,100003,1236492307790102528,"For anyone tired of hearing people saying COVID-19  ""is just like the flu"" or ""is not as lethal as the flu"", send this:

Does this look the same to anyone? https://t.co/dALHPSkCZ5"
342,100003,1236302828999544833,"Should I be worried that I’ve seen more and more people thinking “what if covid 19 is just like the flu?” Even at 0.5% mortality, and with similar rates of infection as flu/cold, that’s 250k deaths + hospitals under stress"
343,100003,1236285130085466112,"I'm rarely on @Facebook anymore. I posted a video of dogs smiling and they removed it saying it was spam, but posts that COVID-19 is just like the flu are posted. #Facebook @markzucky"
344,100003,1236276515135840256,"People keep saying that COVID - 19 is just like the flu, lmao yea like the flu until hospitals can't take care of you anymore because they're fucking full, especially when healthcare here where I live is garbage. Take precautions and don't panic"
345,100003,1236191061128642561,"People saying ""Covid-19 is just like the flu, sure what's the big deal"" is the best indicator of stupidity for some time."
346,100003,1236097805074169856,"For anyone who says Covid-19 is ""just like the flu"" or over-exaggerated . Also for people on the opposite end of the spectrum telling old people that if they get it, they'll die. 

Just wash your hands, don't be a meff."
347,100003,1235999592090484736,@jimsciutto My mom and I were in the store the other day and passed two guys talking about COVID-19 (Coronavirus). Apparently they are under the impression that COVID-19 is just like the flu and that there's really no threat to it. 🤦‍♀️
349,100003,1235663689455407104,"Work had a meeting about COVID-19. Major takeaways:

*You really should already be washing your hands and stuff, it IS flu season

*Seriously, COVID-19 is just like the flu

*If you feel shitty but can still breathe it's probably influenza

*Stay home if you're sick, you dumbass"
350,100003,1235510683179061249,"DT wants to defraud Americans into believing COVID-19 is just like the flu where you can even go to work &amp; with time you just might  magically get better all bc he fears the negative political repercussions!

There’s a sinister reason why we do not have full access to test kits! https://t.co/cr9CJ6LrPx"
351,100003,1235267210974613504,"My grandmother watches Fox so she thinks the CoVID-19 is “just like the flu.” 

It’s 34x more deadly, 148x more deadly to people her age. 

Trump is waging a disinformation campaign instead of protecting the US. It’s infuriating."
353,100003,1235203055496331265,"For everyone who still thinks Covid-19 is just like the flu. Contact tracing is our chance to save lives. Again - don’t panic, just prepare and be aware of what you and the organizations you belong to can do - school, work, faith-based groups, etc. https://t.co/mWpslM8mTT"
354,100003,1234566237314666496,"@PlanetFPLPod To suggest COVID-19 is just like the flu is to buy in to disinformation fellas.
For example, COVID-19 is more than 20x more deadly than the regular flu. (2.3%v.1%). 
Here is some information for everyone to educate themselves. It's serious.
https://t.co/U0tqp5yOmz"
355,100003,1233880402344828928,"Remember: 

Seasonal flu is *very different* to pandemic flu.

If someone says ""Covid-19 is just like the flu"", check which one they're talking about.

If they mean ""seasonal flu"", take what they say with a bucketload of salt."
357,100003,1233758272718622721,@MyNameIsMatt12 @jaketapper You are 1/2 correct thousand already infected  which means mortality rate is provably lower than the seasonal flu.  This fear is insane and ignorant.     Don’t reply just wait and see.  COVID-19 is just like the flu.
358,100003,1233757539231322112,@jaketapper COVID-19 is just like the flu. STOP scaring people.  This is insane. You guys are clowns.
359,100003,1233756443280642058,@AOC OMG if you understood anything about science you would know COVID-19 is just like the flu.        PLEASE stop scarring people.  YOU are a public official.
360,100003,1232944004570001408,Message to all #Trump supporters. Don't listen to him when he says #COVID-19 is just like the flu. Put this in numbers if half a million catch the common flu around 2500 will die. If half a million get COVID-19 around 15000 will die.
361,100003,1232894774207664128,"A 6th thought on the news conference:

Trump said COVID-19 is just like the flu.

Current death rate  for flu is 0.1%.

Current death rate  for COVID-19 is 2%.

Do the math.

That's 20X higher!

The lowest estimate I've found is 10x higher.

Neither is acceptable."
362,100003,1232831704345251840,"Trump says COVID-19 is just like the flu. 

Flu mortality is about 14.3 per 100,000 cases.

COVID-19 mortality is currently 3,400 per 100,000 cases.

They are not the same and Trump cannot be trusted to protect us."
364,100003,1232824430021079040,POTUS: “[COVID-19] is just like the flu. And pretty soon we’ll have a flu shot for it.” Pretty sure it doesn’t work that way. Oh and vPOTUS is in charge of it. Great.
366,100003,1232339103175319554,@SenSchumer Why don't you start with NY and tell DOH officials to get their heads out of their asses. All you politicians and govt officials are totally clueless about medicine and science and you think covid-19 is just like the flu
367,100003,1232227557900259330,"@acarrillonews So if, #Covid_19 is, “just like the flu.”  Why are we seeing massive quarantines now?"
369,100003,1228240335031107584,But tell me how Covid-19 is just like the flu. https://t.co/7lbhmIVRML
371,100004,1245384238897205250,"@ActivistaNG @ActionAidNG @Okwuosamj Myth 4:
Everyone with COVID -19 dies.....is this true?"
373,100004,1243536985744199680,"24 #coronavirus myths busted - 20 Mar 2020
https://t.co/vGAOZNLDj0

5. Everyone with COVID-19 dies
7. Face masks protect against coronavirus
12. You can protect yourself by gargling bleach

#WuhanVirus #COVID19 #ChinaVirus #ChineseVirus
qt-covid19-news-116 by #BorderObserver"
374,100004,1243514215165562880,"Everyone with COVID-19 dies

This statement is untrue. As we have mentioned above, COVID-19 is only fatal for a small percentage of people."
375,100004,1242958696780455936,"5. Everyone with COVID-19 dies
This statement is untrue. As we have mentioned above, COVID-19 is only fatal for a small percentage of people. In fact 80% face only mild symptoms with no need for hospitalization"
376,100004,1242474843137703938,"3. Everyone with COVID-19 dies

COVID-19 is only fatal for a small percentage of people.

In a recent report, the Chinese Center for Disease Control and Prevention concluded that 80.9% of COVID-19 cases were mild.

Need to talk to a Doctor
&gt;&gt; https://t.co/a1LV9BtgBH"
378,100004,1236692357476691968,"@imVkohli Important-

Myth to Know about Coronavirus 

1. Spraying chlorine or alcohol on skin kills viruses in the body
2. Everyone with COVID-19 dies
3. Cats and dogs spread coronavirus
4. Consuming any Meat leads to coronavirus 
5. Face masks protect against coronavirus

(1/7)"
379,100004,1236692122725736452,"@SamiYusuf Important-

Myth to Know about Coronavirus 

1. Spraying chlorine or alcohol on skin kills viruses in the body
2. Everyone with COVID-19 dies
3. Cats and dogs spread coronavirus
4. Consuming any Meat leads to coronavirus 
5. Face masks protect against coronavirus"
380,100004,1236692012893704193,"@BlairConors Important-

Myth to Know about Coronavirus 

1. Spraying chlorine or alcohol on skin kills viruses in the body
2. Everyone with COVID-19 dies
3. Cats and dogs spread coronavirus
4. Consuming any Meat leads to coronavirus 
5. Face masks protect against coronavirus"
381,100004,1236691906211598337,"@AliRuhiali1983 Important-

Myth to Know about Coronavirus 

1. Spraying chlorine or alcohol on skin kills viruses in the body
2. Everyone with COVID-19 dies
3. Cats and dogs spread coronavirus
4. Consuming any Meat leads to coronavirus 
5. Face masks protect against coronavirus"
382,100004,1236691668356796416,"@IvankaTrump Important-

Myth to Know about Coronavirus 

1. Spraying chlorine or alcohol on skin kills viruses in the body
2. Everyone with COVID-19 dies
3. Cats and dogs spread coronavirus
4. Consuming any Meat leads to coronavirus 
5. Face masks protect against coronavirus"
383,100004,1236627980086108161,"Important-

Myth to Know about Coronavirus 

1. Spraying chlorine or alcohol on skin kills viruses in the body
2. Everyone with COVID-19 dies
3. Cats and dogs spread coronavirus
4. Consuming any Meat leads to coronavirus 
5. Face masks protect against coronavirus

(1/7)"
384,100005,1245384783867400198,"@ActivistaNG @ActionAidNG @Okwuosamj Myth 5:
Cats and dogs spread Coronavirus..... true or false?"
385,100005,1243969054139797506,"3. Cats and dogs spread coronavirus\

Currently, there is little evidence that SARS-CoV-2 can infect cats and dogs. However, in Hong Kong, a Pomeranian whose owner had COVID-19 became infected. The dog did not display any symptoms. Still many scientists are debating about this."
386,100005,1243514400851611648,"Cats and dogs spread coronavirus

Currently, there is little evidence that SARS-CoV-2 can infect cats and dogs. However, in Hong Kong, a Pomeranian whose owner had COVID-19 became infected. The dog did not display any symptoms."
387,100005,1242958697606733824,"6. Cats and dogs spread coronavirus
Currently, very little evidence. However, in Hong Kong, a Pomeranian whose owner had COVID-19 became infected. The dog did not display any symptoms and this leads to an imp ques to differentiate infection from virus

https://t.co/speJA9BUHu"
388,100005,1241350499636367360,"Who is now spreading this  unscientific claim that pets (cats and dogs) spread #coronavirus and inturn abandoning them!!

 @WHO's FAQ section clearly rejects this claim!

Please don't abandon the sweetest thing that happened to us.
They spread happiness, not virus https://t.co/mSLlwMC7BQ"
389,100005,1236692357476691968,"@imVkohli Important-

Myth to Know about Coronavirus 

1. Spraying chlorine or alcohol on skin kills viruses in the body
2. Everyone with COVID-19 dies
3. Cats and dogs spread coronavirus
4. Consuming any Meat leads to coronavirus 
5. Face masks protect against coronavirus

(1/7)"
390,100005,1236692122725736452,"@SamiYusuf Important-

Myth to Know about Coronavirus 

1. Spraying chlorine or alcohol on skin kills viruses in the body
2. Everyone with COVID-19 dies
3. Cats and dogs spread coronavirus
4. Consuming any Meat leads to coronavirus 
5. Face masks protect against coronavirus"
391,100005,1236692012893704193,"@BlairConors Important-

Myth to Know about Coronavirus 

1. Spraying chlorine or alcohol on skin kills viruses in the body
2. Everyone with COVID-19 dies
3. Cats and dogs spread coronavirus
4. Consuming any Meat leads to coronavirus 
5. Face masks protect against coronavirus"
392,100005,1236691906211598337,"@AliRuhiali1983 Important-

Myth to Know about Coronavirus 

1. Spraying chlorine or alcohol on skin kills viruses in the body
2. Everyone with COVID-19 dies
3. Cats and dogs spread coronavirus
4. Consuming any Meat leads to coronavirus 
5. Face masks protect against coronavirus"
393,100005,1236691668356796416,"@IvankaTrump Important-

Myth to Know about Coronavirus 

1. Spraying chlorine or alcohol on skin kills viruses in the body
2. Everyone with COVID-19 dies
3. Cats and dogs spread coronavirus
4. Consuming any Meat leads to coronavirus 
5. Face masks protect against coronavirus"
394,100005,1236627980086108161,"Important-

Myth to Know about Coronavirus 

1. Spraying chlorine or alcohol on skin kills viruses in the body
2. Everyone with COVID-19 dies
3. Cats and dogs spread coronavirus
4. Consuming any Meat leads to coronavirus 
5. Face masks protect against coronavirus

(1/7)"
